8/30/2012, 62933
9/5/2012, 68604
9/6/2012, 48780
9/8/2012, 65426
9/10/2012, 52305
9/11/2012, 49629
9/12/2012, 52478
9/13/2012, 49375
9/15/2012, 50943
9/17/2012, 45714
9/21/2012, 46513
9/22/2012, 55421
9/25/2012, 60273
9/26/2012, 60741
9/27/2012, 52909
9/28/2012, 56780
9/30/2012, 50681
10/5/2012, 55333
10/7/2012, 56315
10/9/2012, 49389
10/10/2012, 75000
10/11/2012, 56375
10/12/2012, 63619
10/13/2012, 55656
10/16/2012, 63545
10/17/2012, 57366
10/18/2012, 60137
10/19/2012, 55897
10/20/2012, 57334
10/21/2012, 43355
10/22/2012, 54166
10/23/2012, 55884
10/24/2012, 51612
10/25/2012, 54653
10/26/2012, 49526
10/27/2012, 42534
10/29/2012, 61538
10/30/2012, 67222
10/31/2012, 50012
11/1/2012, 57394
11/2/2012, 61271
11/6/2012, 57143
11/8/2012, 67589
11/9/2012, 61749
11/10/2012, 42352
11/12/2012, 42446
11/13/2012, 50701
11/14/2012, 64450
11/15/2012, 55733
11/16/2012, 59090
11/17/2012, 65016
11/18/2012, 56162
11/19/2012, 54485
11/20/2012, 59452
11/21/2012, 45877
11/22/2012, 55650
11/23/2012, 51816
11/27/2012, 53372
11/29/2012, 57328
11/30/2012, 48869
12/1/2012, 54346
12/3/2012, 48890
12/5/2012, 73659
12/6/2012, 58687
12/7/2012, 57598
12/8/2012, 47619
12/9/2012, 60240
12/12/2012, 46548
12/13/2012, 61389
12/14/2012, 62303
12/16/2012, 46562
12/17/2012, 56313
12/19/2012, 57130
12/20/2012, 62307
12/21/2012, 35797
12/22/2012, 43137
12/24/2012, 43529
1/4/2013, 58333
1/8/2013, 64864
1/10/2013, 58165
1/11/2013, 49222
1/12/2013, 56376
1/14/2013, 55780
1/16/2013, 54581
1/17/2013, 55818
1/18/2013, 59842
1/19/2013, 56111
1/20/2013, 57654
1/21/2013, 59309
1/22/2013, 57319
1/23/2013, 58698
1/24/2013, 56249
1/25/2013, 66514
1/27/2013, 63933
1/28/2013, 57692
1/29/2013, 55812
1/30/2013, 59473
1/31/2013, 53572
2/1/2013, 53403
2/2/2013, 56632
2/3/2013, 54772
2/4/2013, 64659
2/5/2013, 41087
2/6/2013, 58136
2/7/2013, 56188
