5/21/2012, 69333
5/30/2012, 54843
6/7/2012, 53157
8/24/2012, 95134
8/29/2012, 57262
8/30/2012, 68526
8/31/2012, 63559
9/1/2012, 63139
9/2/2012, 60566
9/3/2012, 51825
9/4/2012, 56587
9/5/2012, 53932
9/6/2012, 53589
9/7/2012, 52464
9/8/2012, 61592
9/9/2012, 47857
9/10/2012, 52305
9/11/2012, 49268
9/12/2012, 59830
9/13/2012, 74504
9/14/2012, 58828
9/15/2012, 50942
9/17/2012, 48944
9/18/2012, 60813
9/19/2012, 56217
9/20/2012, 68207
9/21/2012, 53433
9/22/2012, 55421
9/23/2012, 57666
9/25/2012, 55602
9/26/2012, 62906
9/27/2012, 53831
9/28/2012, 58693
9/30/2012, 57263
10/1/2012, 66126
10/2/2012, 61142
10/5/2012, 61719
10/7/2012, 60007
10/9/2012, 56192
10/10/2012, 60789
10/11/2012, 56836
10/12/2012, 60191
10/13/2012, 57006
10/14/2012, 49595
10/15/2012, 60737
10/16/2012, 60228
10/17/2012, 59786
10/18/2012, 59852
10/19/2012, 57234
10/20/2012, 58797
10/21/2012, 50748
10/22/2012, 59199
10/23/2012, 56671
10/24/2012, 60141
10/25/2012, 58067
10/26/2012, 56452
10/27/2012, 56731
10/28/2012, 58740
10/29/2012, 55705
10/30/2012, 58573
10/31/2012, 62723
11/1/2012, 57236
11/2/2012, 59058
11/3/2012, 60103
11/4/2012, 71028
11/5/2012, 56713
11/6/2012, 57233
11/7/2012, 63745
11/8/2012, 64453
11/9/2012, 64542
11/10/2012, 51821
11/11/2012, 56430
11/12/2012, 61084
11/13/2012, 59191
11/14/2012, 61682
11/15/2012, 58363
11/16/2012, 60150
11/17/2012, 58477
11/18/2012, 50978
11/19/2012, 57084
11/20/2012, 58973
11/21/2012, 60041
11/22/2012, 62764
11/23/2012, 60409
11/24/2012, 58009
11/25/2012, 60763
11/26/2012, 56903
11/27/2012, 58539
11/28/2012, 56908
11/29/2012, 59853
11/30/2012, 56038
12/1/2012, 52645
12/2/2012, 43467
12/3/2012, 56882
12/4/2012, 59795
12/5/2012, 59179
12/6/2012, 56082
12/7/2012, 58634
12/8/2012, 70133
12/9/2012, 60240
12/10/2012, 62012
12/11/2012, 54898
12/12/2012, 57611
12/13/2012, 58974
12/14/2012, 58590
12/15/2012, 72583
12/16/2012, 55362
12/17/2012, 62668
12/18/2012, 65594
12/19/2012, 55778
12/20/2012, 58688
12/21/2012, 53960
12/22/2012, 46347
12/23/2012, 51170
12/24/2012, 47952
12/26/2012, 55128
12/27/2012, 63798
12/28/2012, 63026
1/4/2013, 58333
1/7/2013, 57774
1/8/2013, 64864
1/9/2013, 63259
1/10/2013, 61017
1/11/2013, 66870
1/12/2013, 56916
1/13/2013, 67605
1/14/2013, 57551
1/15/2013, 60883
1/16/2013, 61846
1/17/2013, 62667
1/18/2013, 62947
1/19/2013, 57460
1/20/2013, 59438
1/21/2013, 60572
1/22/2013, 62962
1/23/2013, 61138
1/24/2013, 60240
1/25/2013, 61322
1/27/2013, 63184
1/28/2013, 56881
1/29/2013, 60790
1/30/2013, 61893
1/31/2013, 61592
2/1/2013, 52282
2/2/2013, 57711
2/3/2013, 57891
2/4/2013, 57069
2/5/2013, 59313
2/6/2013, 63725
2/7/2013, 59268
2/8/2013, 63110
2/9/2013, 61740
2/10/2013, 70510
2/11/2013, 61433
2/12/2013, 62303
2/13/2013, 58294
2/14/2013, 58666
2/15/2013, 56129
2/16/2013, 62258
2/17/2013, 65364
2/18/2013, 55523
2/19/2013, 63372
2/20/2013, 67519
2/21/2013, 61411
2/22/2013, 59203
2/23/2013, 58995
2/24/2013, 64955
2/25/2013, 64077
2/26/2013, 62682
2/27/2013, 64470
2/28/2013, 63444
3/1/2013, 59009
3/2/2013, 66484
3/4/2013, 67426
3/5/2013, 60347
3/6/2013, 65083
3/7/2013, 63225
3/8/2013, 69479
3/9/2013, 62855
3/10/2013, 57781
3/11/2013, 62643
3/12/2013, 59906
3/13/2013, 66302
3/14/2013, 69056
3/15/2013, 61450
3/16/2013, 63298
3/17/2013, 57142
3/18/2013, 64518
3/19/2013, 62641
3/20/2013, 64095
3/21/2013, 61828
3/22/2013, 63629
3/23/2013, 63249
3/24/2013, 62078
3/25/2013, 62383
3/26/2013, 64551
3/27/2013, 63449
3/28/2013, 62566
3/29/2013, 61086
3/31/2013, 71799
4/1/2013, 57746
4/2/2013, 58827
4/3/2013, 65324
4/4/2013, 59301
4/5/2013, 65664
4/6/2013, 65625
4/8/2013, 61799
4/9/2013, 65226
4/10/2013, 66296
4/11/2013, 68504
4/12/2013, 65135
4/13/2013, 59151
4/14/2013, 69383
4/15/2013, 60965
4/16/2013, 67877
4/17/2013, 65317
4/18/2013, 63027
4/19/2013, 62065
4/20/2013, 62312
4/21/2013, 53800
4/22/2013, 58262
4/23/2013, 60337
4/24/2013, 64779
4/25/2013, 63108
4/26/2013, 59727
4/27/2013, 62941
4/28/2013, 78134
4/29/2013, 65345
4/30/2013, 62477
5/1/2013, 65051
5/2/2013, 63586
5/3/2013, 60957
5/4/2013, 59978
5/5/2013, 58195
5/6/2013, 71097
5/7/2013, 63060
5/8/2013, 64100
5/9/2013, 61428
5/10/2013, 61762
5/11/2013, 59683
5/12/2013, 55833
5/13/2013, 59985
5/14/2013, 69997
5/15/2013, 65113
5/16/2013, 66854
5/17/2013, 62428
5/18/2013, 70969
5/19/2013, 64124
5/20/2013, 65638
5/21/2013, 61959
5/22/2013, 64018
5/23/2013, 64639
5/24/2013, 60982
5/25/2013, 62053
5/26/2013, 62506
5/27/2013, 58824
5/28/2013, 64530
5/29/2013, 63070
5/30/2013, 60312
5/31/2013, 65019
6/1/2013, 61684
6/2/2013, 70208
6/3/2013, 64525
6/4/2013, 64644
6/5/2013, 65632
6/6/2013, 61138
6/7/2013, 64864
6/8/2013, 67942
6/9/2013, 65433
6/10/2013, 61882
6/11/2013, 61206
6/12/2013, 65183
6/13/2013, 64017
6/14/2013, 64287
6/15/2013, 64684
6/16/2013, 66118
6/17/2013, 68016
6/18/2013, 64552
6/19/2013, 64061
6/20/2013, 63731
6/21/2013, 58609
6/22/2013, 60422
6/23/2013, 49802
6/24/2013, 63849
6/25/2013, 58912
6/26/2013, 68254
6/27/2013, 66095
6/28/2013, 65527
6/29/2013, 59624
6/30/2013, 60672
7/1/2013, 71259
7/2/2013, 73711
7/3/2013, 64236
7/4/2013, 63480
7/5/2013, 62526
7/6/2013, 64035
7/8/2013, 59891
7/9/2013, 59115
7/10/2013, 63358
7/11/2013, 69670
7/12/2013, 64028
7/13/2013, 71226
7/14/2013, 60714
7/15/2013, 55159
7/16/2013, 69118
7/17/2013, 61235
7/18/2013, 60665
7/19/2013, 64506
7/20/2013, 79533
7/21/2013, 67083
7/23/2013, 59952
7/24/2013, 60156
7/25/2013, 66308
7/26/2013, 58290
7/27/2013, 74565
7/29/2013, 62380
7/30/2013, 72531
7/31/2013, 66036
8/1/2013, 67669
8/2/2013, 62759
8/3/2013, 63432
8/4/2013, 71853
8/5/2013, 71061
8/6/2013, 69263
8/7/2013, 69872
8/8/2013, 70529
8/9/2013, 67557
8/10/2013, 62383
8/11/2013, 58899
8/12/2013, 62920
8/13/2013, 67581
8/14/2013, 66295
8/15/2013, 63644
8/16/2013, 65792
8/17/2013, 63814
8/18/2013, 62769
8/19/2013, 70101
8/20/2013, 68720
8/21/2013, 70207
8/22/2013, 67910
8/23/2013, 65963
8/24/2013, 63094
8/25/2013, 66773
8/26/2013, 68233
8/27/2013, 63252
8/28/2013, 67856
8/29/2013, 65287
8/30/2013, 65108
8/31/2013, 70366
9/1/2013, 71773
9/2/2013, 57303
9/3/2013, 65463
9/4/2013, 68551
9/5/2013, 68434
9/6/2013, 61577
9/7/2013, 60339
9/8/2013, 56160
9/9/2013, 70464
9/10/2013, 65267
9/11/2013, 68868
9/12/2013, 67125
9/13/2013, 68450
9/14/2013, 57768
9/16/2013, 64740
9/17/2013, 67899
9/18/2013, 69193
9/19/2013, 63429
9/20/2013, 63093
9/21/2013, 59304
9/22/2013, 67431
9/23/2013, 65669
9/24/2013, 75298
9/25/2013, 66182
9/26/2013, 66120
9/27/2013, 64289
9/28/2013, 62619
9/29/2013, 78604
9/30/2013, 62611
10/1/2013, 66739
10/2/2013, 62343
10/3/2013, 64566
10/4/2013, 65066
10/5/2013, 67119
10/6/2013, 63955
10/7/2013, 68511
10/8/2013, 74940
10/9/2013, 66673
10/10/2013, 65579
10/11/2013, 65100
10/12/2013, 68731
10/13/2013, 61521
10/14/2013, 66024
10/15/2013, 61054
10/16/2013, 70602
10/17/2013, 67025
10/18/2013, 65875
10/19/2013, 60956
10/20/2013, 61463
10/21/2013, 64522
10/22/2013, 65109
10/23/2013, 68237
10/24/2013, 67002
10/25/2013, 64664
10/26/2013, 65014
10/27/2013, 57107
10/28/2013, 67264
10/29/2013, 66075
10/30/2013, 68468
10/31/2013, 68563
11/1/2013, 63874
11/2/2013, 62921
11/3/2013, 68025
11/4/2013, 67393
11/5/2013, 60903
11/6/2013, 68597
11/7/2013, 68227
11/8/2013, 63802
11/9/2013, 70317
11/10/2013, 66020
11/11/2013, 189617
11/12/2013, 65554
11/13/2013, 70809
11/14/2013, 66598
11/15/2013, 63382
11/16/2013, 61397
11/17/2013, 67726
11/18/2013, 65866
11/19/2013, 70972
11/20/2013, 68822
11/21/2013, 69654
11/22/2013, 68743
11/23/2013, 66135
11/24/2013, 62139
11/25/2013, 70933
11/26/2013, 66369
11/27/2013, 64764
11/28/2013, 63895
11/29/2013, 65511
11/30/2013, 66127
12/2/2013, 70340
12/3/2013, 72200
12/4/2013, 68813
12/5/2013, 67394
12/6/2013, 68240
12/7/2013, 62550
12/8/2013, 65559
12/9/2013, 69777
12/10/2013, 67884
12/11/2013, 67284
12/12/2013, 67482
12/13/2013, 68462
12/14/2013, 71442
12/15/2013, 75161
12/16/2013, 67862
12/17/2013, 68559
12/18/2013, 71207
12/19/2013, 67971
12/20/2013, 63007
12/22/2013, 67796
12/24/2013, 98947
12/27/2013, 63842
1/2/2014, 74004
1/3/2014, 78846
1/5/2014, 58055
1/7/2014, 80724
1/8/2014, 70758
1/9/2014, 71890
1/10/2014, 70978
1/11/2014, 64206
1/12/2014, 70386
1/13/2014, 65149
1/14/2014, 72074
1/15/2014, 71646
1/16/2014, 66942
1/17/2014, 66005
1/18/2014, 56993
1/19/2014, 57787
1/20/2014, 66437
1/21/2014, 71095
1/22/2014, 67238
1/23/2014, 65880
1/24/2014, 70867
1/25/2014, 65227
1/26/2014, 71091
1/27/2014, 69508
1/28/2014, 69458
1/29/2014, 70471
1/30/2014, 62876
1/31/2014, 71747
2/1/2014, 58486
2/2/2014, 71994
2/3/2014, 67785
2/4/2014, 68465
2/5/2014, 69745
2/6/2014, 70746
2/7/2014, 68409
2/8/2014, 67297
2/9/2014, 63797
2/10/2014, 55436
2/11/2014, 71519
2/12/2014, 72580
2/13/2014, 69468
2/14/2014, 65014
2/15/2014, 64808
2/16/2014, 78902
2/17/2014, 72043
2/18/2014, 73860
2/19/2014, 68312
2/20/2014, 64883
2/21/2014, 67918
2/22/2014, 72581
2/23/2014, 59916
2/24/2014, 66478
2/25/2014, 69455
2/26/2014, 69881
2/27/2014, 69248
2/28/2014, 66633
3/1/2014, 63058
3/2/2014, 65229
3/3/2014, 67538
3/4/2014, 74211
3/5/2014, 72674
3/6/2014, 69811
3/7/2014, 69623
3/8/2014, 68728
3/9/2014, 73158
3/10/2014, 65242
3/11/2014, 72153
3/12/2014, 70439
3/13/2014, 69783
3/14/2014, 68465
3/15/2014, 62780
3/16/2014, 90769
3/17/2014, 68893
3/18/2014, 69751
3/19/2014, 71638
3/20/2014, 71129
3/21/2014, 70419
3/22/2014, 75079
3/23/2014, 72306
3/24/2014, 72431
3/25/2014, 70587
3/26/2014, 72713
3/27/2014, 72372
3/28/2014, 69044
3/29/2014, 66701
3/30/2014, 45000
3/31/2014, 69555
4/1/2014, 70881
4/2/2014, 71729
4/3/2014, 68040
4/4/2014, 68874
4/5/2014, 73324
4/6/2014, 100058
4/7/2014, 73024
4/8/2014, 70505
4/9/2014, 72250
4/10/2014, 69230
4/11/2014, 71400
4/12/2014, 69086
4/13/2014, 63831
4/14/2014, 73450
4/15/2014, 72940
